Date : 2021-10-16 20:29:02
Directory : d:\horizon
Total : 619 files,  87486 codes, 3481 comments, 5520 blanks, all 96487 lines

Languages
+-----------------------+------------+------------+------------+------------+------------+
| language              | files      | code       | comment    | blank      | total      |
| d:\horizon\admin\src\views\dashboard\Dashboard.js                                | JavaScript            |         27 |        300 |          5 |        332 |
| d:\horizon\admin\src\views\mailing\MailingList.js                                | JavaScript            |         84 |          5 |         16 |        105 |
| d:\horizon\admin\src\views\pages\landing\About.jsx                               | JavaScript React      |        166 |          4 |         30 |        200 |
| d:\horizon\admin\src\views\pages\landing\Hero.jsx                                | JavaScript React      |        306 |         12 |         37 |        355 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1.jsx                        | JavaScript React      |        447 |         21 |         36 |        504 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns1Card.jsx                    | JavaScript React      |         99 |          8 |         13 |        120 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns2.jsx                        | JavaScript React      |        339 |         27 |         41 |        407 |
| d:\horizon\admin\src\views\pages\landing\LensDesigns3.jsx                        | JavaScript React      |        267 |         15 |         36 |        318 |
| d:\horizon\admin\src\views\pages\landing\LensInfo1.jsx                           | JavaScript React      |        270 |          9 |         28 |        307 |
| d:\horizon\admin\src\views\pages\landing\LensInfo2.jsx                           | JavaScript React      |        341 |         20 |         49 |        410 |
| d:\horizon\admin\src\views\pages\landing\LensInfo3.jsx                           | JavaScript React      |        301 |          9 |         30 |        340 |
| d:\horizon\admin\src\views\pages\landing\News.jsx                                | JavaScript React      |        233 |          4 |         35 |        272 |
| d:\horizon\admin\src\views\pages\landing\ProductionInfo.jsx                      | JavaScript React      |        266 |         15 |         35 |        316 |
| d:\horizon\admin\src\views\pages\landing\Screenshots.jsx                         | JavaScript React      |        145 |          9 |         14 |        168 |
| d:\horizon\admin\src\views\pages\landing\TechnicalInfo.jsx                       | JavaScript React      |        252 |         15 |         35 |        302 |
| d:\horizon\admin\src\views\pages\landing\WatchVideo.jsx                          | JavaScript React      |        207 |         10 |         27 |        244 |
| d:\horizon\admin\src\views\pages\landing\_demo_lensdesigns2.js                   | JavaScript            |         13 |          0 |          1 |         14 |
| d:\horizon\admin\src\views\pages\login\Login.js                                  | JavaScript            |         96 |         18 |         10 |        124 |
| d:\horizon\admin\src\views\pages\page404\Page404.js                              | JavaScript            |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\page500\Page500.js                              | JavaScript            |         42 |          0 |          3 |         45 |
| d:\horizon\admin\src\views\pages\register\Register.js                            | JavaScript            |         76 |         16 |          5 |         97 |
| d:\horizon\admin\src\views\users\User.js                                         | JavaScript            |         37 |          0 |          5 |         42 |
| d:\horizon\admin\src\views\users\Users.js                                        | JavaScript            |         79 |          1 |          9 |         89 |
| d:\horizon\admin\src\views\users\UsersData.js                                    | JavaScript            |         40 |          0 |         16 |         56 |
| d:\horizon\admin\src\views\widgets\Widgets.js                                    | JavaScript            |        362 |          0 |          9 |        371 |
| d:\horizon\admin\src\views\widgets\WidgetsBrand.js                               | JavaScript            |        164 |          1 |         13 |        178 |
| d:\horizon\admin\src\views\widgets\WidgetsDropdown.js                            | JavaScript            |        140 |          1 |          6 |        147 |
| d:\horizon\admin\static.json                                                     | JSON                  |          5 |          3 |          0 |          8 |
| d:\horizon\coming-soon\controllers\controllers.js                                | JavaScript            |         20 |          2 |          5 |         27 |
| d:\horizon\coming-soon\models\Mail.js                                            | JavaScript            |          9 |          0 |          2 |         11 |
| d:\horizon\coming-soon\package-lock.json                                         | JSON                  |      2,327 |          0 |          1 |      2,328 |
| d:\horizon\coming-soon\package.json                                              | JSON                  |         44 |          0 |          1 |         45 |
| d:\horizon\coming-soon\public\assets\coming-soon\css\style.css                   | CSS                   |        122 |         27 |         29 |        178 |
| d:\horizon\coming-soon\routes\routes.js                                          | JavaScript            |          7 |          0 |          3 |         10 |
| d:\horizon\coming-soon\soon.js                                                   | JavaScript            |         52 |          6 |         10 |         68 |
| d:\horizon\coming-soon\views\coming-soon\index.ejs                               | HTML                  |         43 |          7 |         15 |         65 |
| d:\horizon\package-lock.json                                                     | JSON                  |        702 |          0 |          1 |        703 |
| d:\horizon\package.json                                                          | JSON                  |         31 |          0 |          0 |         31 |
| d:\horizon\server\.eslintrc.json                                                 | JSON                  |         32 |          0 |          0 |         32 |
| d:\horizon\server\app.js                                                         | JavaScript            |         82 |         59 |         16 |        157 |
| d:\horizon\server\config\prod.env                                                | Environment Variables |          4 |          0 |          1 |          5 |
| d:\horizon\server\controllers\api.controllers.js                                 | JavaScript            |        463 |         58 |         83 |        604 |
| d:\horizon\server\controllers\comments.controllers.js                            | JavaScript            |          0 |        103 |         20 |        123 |
| d:\horizon\server\controllers\json_html_parser.controllers.js                    | JavaScript            |        112 |         31 |         43 |        186 |
| d:\horizon\server\controllers\user.controllers.js                                | JavaScript            |        133 |         26 |         25 |        184 |
| d:\horizon\server\data\blog.js                                                   | JavaScript            |         20 |          0 |          0 |         20 |
| d:\horizon\server\data\horizon.sample.data.js                                    | JavaScript            |         45 |          0 |          2 |         47 |
| d:\horizon\server\data\parser.landing.data.js                                    | JavaScript            |        273 |          1 |          2 |        276 |
| d:\horizon\server\data\seed.json                                                 | JSON                  |        221 |          0 |          0 |        221 |
| d:\horizon\server\models\About.js                                                | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\About.model.js                                          | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\Admin.js                                                | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\Admin.model.js                                          | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\Blog.js                                                 | JavaScript            |         37 |          1 |          2 |         40 |
| d:\horizon\server\models\Blog.model.js                                           | JavaScript            |         37 |          1 |          2 |         40 |
| d:\horizon\server\models\Gallery.js                                              | JavaScript            |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Gallery.model.js                                        | JavaScript            |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Horizon.model.js                                        | JavaScript            |         22 |          0 |          2 |         24 |
| d:\horizon\server\models\Landing.js                                              | JavaScript            |         22 |          1 |          2 |         25 |
| d:\horizon\server\models\Landing.model.js                                        | JavaScript            |         22 |          1 |          2 |         25 |
| d:\horizon\server\models\Mail.js                                                 | JavaScript            |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Mail.model.js                                           | JavaScript            |          9 |          0 |          2 |         11 |
| d:\horizon\server\models\Products.js                                             | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\Products.model.js                                       | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\server\models\horizon.js                                              | JavaScript            |        371 |         21 |          7 |        399 |
| d:\horizon\server\models\old_horizon.model.js                                    | JavaScript            |        370 |         23 |          6 |        399 |
| d:\horizon\server\package-lock.json                                              | JSON                  |      5,879 |          0 |          1 |      5,880 |
| d:\horizon\server\package.json                                                   | JSON                  |         57 |          0 |          1 |         58 |
| d:\horizon\server\pm2.config.js                                                  | JavaScript            |         15 |          0 |          1 |         16 |
| d:\horizon\server\public\assets\coming-soon\css\style.css                        | CSS                   |        122 |         27 |         29 |        178 |
| d:\horizon\server\public\assets\css\0\lenses_style_1.css                         | CSS                   |        328 |          1 |         66 |        395 |
| d:\horizon\server\public\assets\css\0\lenses_style_2.css                         | CSS                   |        326 |          5 |         66 |        397 |
| d:\horizon\server\public\assets\css\_reusable\chrome_safari_anims.css            | CSS                   |         52 |          0 |         16 |         68 |
| d:\horizon\server\public\assets\css\_reusable\editor.css                         | CSS                   |          3 |          0 |          0 |          3 |
| d:\horizon\server\public\assets\css\about\about.css                              | CSS                   |        330 |         22 |         76 |        428 |
| d:\horizon\server\public\assets\css\aos.css                                      | CSS                   |          1 |          1 |          0 |          2 |
| d:\horizon\server\public\assets\css\before_after.css                             | CSS                   |        101 |        134 |         15 |        250 |
| d:\horizon\server\public\assets\css\bifocal.css                                  | CSS                   |        175 |          3 |         32 |        210 |
| d:\horizon\server\public\assets\css\blur_cards.css                               | CSS                   |        177 |         14 |         46 |        237 |
| d:\horizon\server\public\assets\css\bootstrap.min.css                            | CSS                   |          1 |          6 |          0 |          7 |
| d:\horizon\server\public\assets\css\color-1.css                                  | CSS                   |        100 |         18 |         14 |        132 |
| d:\horizon\server\public\assets\css\contact.css                                  | CSS                   |        260 |         15 |         58 |        333 |
| d:\horizon\server\public\assets\css\contactUtil.css                              | CSS                   |      2,824 |         71 |         89 |      2,984 |
| d:\horizon\server\public\assets\css\fontawesome-all.min.css                      | CSS                   |          1 |          4 |          0 |          5 |
| d:\horizon\server\public\assets\css\lenses.css                                   | CSS                   |        281 |        100 |         71 |        452 |
| d:\horizon\server\public\assets\css\linearicons.css                              | CSS                   |        526 |          1 |          4 |        531 |
| d:\horizon\server\public\assets\css\lity.min.css                                 | CSS                   |        195 |          3 |         21 |        219 |
| d:\horizon\server\public\assets\css\main.css                                     | CSS                   |      1,867 |        197 |        414 |      2,478 |
| d:\horizon\server\public\assets\css\mlod.css                                     | CSS                   |         58 |          1 |          5 |         64 |
| d:\horizon\server\public\assets\css\nav\nav.css                                  | CSS                   |        137 |          2 |         18 |        157 |
| d:\horizon\server\public\assets\css\nav\nav.html                                 | HTML                  |         11 |          1 |          0 |         12 |
| d:\horizon\server\public\assets\css\nav\old.nav.html                             | HTML                  |         32 |          1 |          1 |         34 |
| d:\horizon\server\public\assets\css\news.css                                     | CSS                   |        314 |          3 |         53 |        370 |
| d:\horizon\server\public\assets\css\online_ordering.css                          | CSS                   |         32 |          0 |          6 |         38 |
| d:\horizon\server\public\assets\css\product_stock_lenses.css                     | CSS                   |        152 |          4 |         28 |        184 |
| d:\horizon\server\public\assets\css\single-vision.css                            | CSS                   |        496 |          3 |         76 |        575 |
| d:\horizon\server\public\assets\css\slick-theme.css                              | CSS                   |        170 |          4 |         31 |        205 |
| d:\horizon\server\public\assets\css\slick.css                                    | CSS                   |         87 |          1 |         27 |        115 |
| d:\horizon\server\public\assets\css\testimonials.css                             | CSS                   |        216 |          1 |         38 |        255 |
| d:\horizon\server\public\assets\css\timeline.css                                 | CSS                   |        235 |          0 |         37 |        272 |
| d:\horizon\server\public\assets\img\circle.svg                                   | XML                   |          8 |          1 |          2 |         11 |
| d:\horizon\server\public\assets\js\about\about.js                                | JavaScript            |         45 |         13 |         13 |         71 |
| d:\horizon\server\public\assets\js\aos.js                                        | JavaScript            |          1 |          1 |          0 |          2 |
| d:\horizon\server\public\assets\js\before_after.js                               | JavaScript            |         20 |          6 |          5 |         31 |
| d:\horizon\server\public\assets\js\bifocal.js                                    | JavaScript            |          4 |          0 |          2 |          6 |
| d:\horizon\server\public\assets\js\bootstrap.min.js                              | JavaScript            |          1 |          6 |          0 |          7 |
| d:\horizon\server\public\assets\js\contact.js                                    | JavaScript            |         38 |          2 |         14 |         54 |
| d:\horizon\server\public\assets\js\jquery-3.3.1.min.js                           | JavaScript            |          1 |          1 |          1 |          3 |
| d:\horizon\server\public\assets\js\jquery.counterup.js                           | JavaScript            |          1 |          0 |          0 |          1 |
| d:\horizon\server\public\assets\js\lity.min.js                                   | JavaScript            |          1 |          3 |          0 |          4 |
| d:\horizon\server\public\assets\js\main.js                                       | JavaScript            |        198 |         29 |         22 |        249 |
| d:\horizon\server\public\assets\js\mlod.js                                       | JavaScript            |          0 |          0 |          1 |          1 |
| d:\horizon\server\public\assets\js\news.js                                       | JavaScript            |         12 |          2 |          1 |         15 |
| d:\horizon\server\public\assets\js\popper.min.js                                 | JavaScript            |          1 |          4 |          1 |          6 |
| d:\horizon\server\public\assets\js\product_stock_lenses.js                       | JavaScript            |          5 |          1 |          0 |          6 |
| d:\horizon\server\public\assets\js\showInput.js                                  | JavaScript            |          3 |         11 |         15 |         29 |
| d:\horizon\server\public\assets\js\single-vision.js                              | JavaScript            |         47 |          0 |          6 |         53 |
| d:\horizon\server\public\assets\js\slick.min.js                                  | JavaScript            |          1 |          2 |          2 |          5 |
| d:\horizon\server\public\assets\js\testimonials.js                               | JavaScript            |         12 |          0 |          0 |         12 |
| d:\horizon\server\public\assets\js\timeline.js                                   | JavaScript            |         18 |          0 |          0 |         18 |
| d:\horizon\server\public\assets\js\waypoints.min.js                              | JavaScript            |          1 |          6 |          0 |          7 |
| d:\horizon\server\routes\api.routes.js                                           | JavaScript            |         35 |         18 |         17 |         70 |
| d:\horizon\server\routes\horizon.routes.js                                       | JavaScript            |          7 |         30 |          4 |         41 |
| d:\horizon\server\routes\json_html_parser.routes.js                              | JavaScript            |          8 |          1 |          4 |         13 |
| d:\horizon\server\routes\user.routes.js                                          | JavaScript            |         16 |         11 |          9 |         36 |
| d:\horizon\server\sample.data\demo.js                                            | JavaScript            |         20 |          0 |          0 |         20 |
| d:\horizon\server\sample.data\hero.data.js                                       | JavaScript            |          0 |          0 |          1 |          1 |
| d:\horizon\server\sample.data\horizon.sample.data.js                             | JavaScript            |         45 |          0 |          2 |         47 |
| d:\horizon\server\sample.data\landing.sections.model.js                          | JavaScript            |        273 |          1 |          2 |        276 |
| d:\horizon\server\schema\schema.js                                               | JavaScript            |         38 |          2 |          7 |         47 |
| d:\horizon\server\server-only.js                                                 | JavaScript            |         36 |          5 |          6 |         47 |
| d:\horizon\server\services\admin.passport.service.js                             | JavaScript            |         33 |          0 |          3 |         36 |
| d:\horizon\server\services\firebase.service.js                                   | JavaScript            |          0 |          0 |          1 |          1 |
| d:\horizon\server\services\logger.service.js                                     | JavaScript            |         50 |         14 |         12 |         76 |
| d:\horizon\server\test-eslint.js                                                 | JavaScript            |          8 |          0 |          5 |         13 |
| d:\horizon\server\views\0\frontend_parse_json_html.ejs                           | HTML                  |         49 |          5 |          9 |         63 |
| d:\horizon\server\views\0\news-single-test.ejs                                   | HTML                  |        481 |         47 |         33 |        561 |
| d:\horizon\server\views\0\news-single.html                                       | HTML                  |        455 |         59 |         30 |        544 |
| d:\horizon\server\views\0\news-with-sidebar-one-col-test.ejs                     | HTML                  |        454 |         59 |         31 |        544 |
| d:\horizon\server\views\0\news-with-sidebar-one-col.html                         | HTML                  |        454 |         59 |         31 |        544 |
| d:\horizon\server\views\0\news-with-sidebar-test.ejs                             | HTML                  |        454 |         60 |         32 |        546 |
| d:\horizon\server\views\0\news-with-sidebar.html                                 | HTML                  |        454 |         60 |         32 |        546 |
| d:\horizon\server\views\0\news-without-sidebar-test.ejs                          | HTML                  |        365 |         58 |         28 |        451 |
| d:\horizon\server\views\0\news-without-sidebar.html                              | HTML                  |        365 |         58 |         28 |        451 |
| d:\horizon\server\views\0\submenu.ejs                                            | HTML                  |         39 |          5 |          1 |         45 |
| d:\horizon\server\views\404\index.ejs                                            | HTML                  |         37 |          7 |         11 |         55 |
| d:\horizon\server\views\about.ejs                                                | HTML                  |         59 |          4 |          7 |         70 |
| d:\horizon\server\views\blog.ejs                                                 | HTML                  |        100 |         22 |          9 |        131 |
| d:\horizon\server\views\blogs.ejs                                                | HTML                  |         42 |          3 |          4 |         49 |
| d:\horizon\server\views\brand.ejs                                                | HTML                  |        194 |         44 |         14 |        252 |
| d:\horizon\server\views\coming-soon\index.ejs                                    | HTML                  |         43 |          7 |         15 |         65 |
| d:\horizon\server\views\demo.ejs                                                 | HTML                  |      1,334 |        142 |         25 |      1,501 |
| d:\horizon\server\views\free_form.ejs                                            | HTML                  |         71 |         18 |          8 |         97 |
| d:\horizon\server\views\index.ejs                                                | HTML                  |        790 |         80 |        121 |        991 |
| d:\horizon\server\views\json_html_parser\local_index.ejs                         | HTML                  |         16 |         25 |          7 |         48 |
| d:\horizon\server\views\json_html_parser\section_form.ejs                        | HTML                  |         15 |          0 |          5 |         20 |
| d:\horizon\server\views\online_ordering.ejs                                      | HTML                  |        103 |          3 |         15 |        121 |
| d:\horizon\server\views\partials\about_end.ejs                                   | HTML                  |          0 |          0 |          1 |          1 |
| d:\horizon\server\views\partials\about_head.ejs                                  | HTML                  |         49 |         21 |         16 |         86 |
| d:\horizon\server\views\partials\footer.ejs                                      | HTML                  |        121 |          5 |          3 |        129 |
| d:\horizon\server\views\partials\home_end.ejs                                    | HTML                  |         24 |         18 |         10 |         52 |
| d:\horizon\server\views\partials\home_head.ejs                                   | HTML                  |         34 |         32 |         13 |         79 |
| d:\horizon\server\views\partials\nav.ejs                                         | HTML                  |         64 |         10 |          2 |         76 |
| d:\horizon\server\views\partials\new_end.ejs                                     | HTML                  |         21 |         16 |         10 |         47 |
| d:\horizon\server\views\partials\new_head.ejs                                    | HTML                  |         42 |         27 |         15 |         84 |
| d:\horizon\server\views\partials\news_head.ejs                                   | HTML                  |        120 |         28 |         28 |        176 |
| d:\horizon\server\views\partials\product_end.ejs                                 | HTML                  |          0 |          0 |          1 |          1 |
| d:\horizon\server\views\partials\product_head.ejs                                | HTML                  |         43 |         26 |         15 |         84 |
| d:\horizon\server\views\partials\temp.ejs                                        | HTML                  |         63 |          6 |          0 |         69 |
| d:\horizon\server\views\product.ejs                                              | HTML                  |        103 |         21 |         12 |        136 |
| Total                                                                            |                       |     87,486 |      3,481 |      5,520 |     96,487 |
+----------------------------------------------------------------------------------+-----------------------+------------+------------+------------+------------+
